tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,4982,0,live,TNFRSF11B,"OCIF, OPG, PDB5, TR1",TNF receptor superfamily member 11b,"; tumor necrosis factor receptor superfamily member 11B|osteoclastogenesis inhibitory factor|osteoprotegerin|tumor necrosis factor receptor superfamily, member 11b",8q24.12,8,NC_000008.11,118923557,118951885,minus,5,602643
9606,Homo sapiens,4843,0,live,NOS2,"HEP-NOS, INOS, NOSA, NOS2",nitric oxide synthase 2,"; nitric oxide synthase, inducible|NOS, type II|hepatocyte NOS|inducible NO synthase|inducible NOS|nitric oxide synthase 2, inducible|nitric oxide synthase 2A (inducible, hepatocytes)|nitric oxide synthase, macrophage|peptidyl-cysteine S-nitrosylase NOS2",17q11.2,17,NC_000017.11,27756766,27800529,minus,27,163730
9606,Homo sapiens,19,0,live,ABCA1,"ABC-1, ABC1, CERP, HDLCQTL13, HDLDT1, HPALP1, TGD",ATP binding cassette subfamily A member 1,"; phospholipid-transporting ATPase ABCA1|ATP-binding cassette sub-family A member 1|ATP-binding cassette transporter A1|ATP-binding cassette, sub-family A (ABC1), member 1|cholesterol efflux regulatory protein|membrane-bound",9q31.1,9,NC_000009.12,104781006,104928232,minus,58,600046
9606,Homo sapiens,406938,0,live,MIR146A,"MIRN146, MIRN146A, miR-146a, miRNA146A",microRNA 146a,hsa-mir-146|hsa-mir-146a,5q33.3,5,NC_000005.10,160485352,160485450,plus,1,610566
9606,Homo sapiens,3558,0,live,IL2,"IL-2, TCGF, lymphokine",interleukin 2,; interleukin-2|T cell growth factor|aldesleukin|involved in regulation of T-cell clonal expansion,4q27,4,NC_000004.12,122449479,122456495,minus,5,147680
9606,Homo sapiens,54106,0,live,TLR9,CD289,toll like receptor 9,; toll-like receptor 9,3p21.2,3,NC_000003.12,52221080,52226163,minus,2,605474
9606,Homo sapiens,114548,0,live,NLRP3,"AGTAVPRL, AII, AVP, C1orf7, CIAS1, CLR1.1, DFNA34, FCAS, FCAS1, FCU, KEFH, MWS, NALP3, PYPAF1",NLR family pyrin domain containing 3,"; NACHT, LRR and PYD domains-containing protein 3|NACHT domain-, leucine-rich repeat-, and PYD-containing protein 3|NACHT, LRR and PYD containing protein 3|PYRIN-containing APAF1-like protein 1|caterpiller protein 1.1|cold autoinflammatory syndrome 1 protein|cold-induced autoinflammatory syndrome 1 protein|cryopyrin|cryopyrin, NACHT, LRR and PYD domains - containing protein 3|deafness, autosomal dominant 34|nucleotide-binding oligomerization domain, leucine rich repeat and pyrin domain containing 3",1q44,1,NC_000001.11,247416156,247449108,plus,10,606416
9606,Homo sapiens,2321,0,live,FLT1,"FLT, FLT-1, VEGFR-1, VEGFR1",fms related tyrosine kinase 1,; vascular endothelial growth factor receptor 1|fms-like tyrosine kinase 1|fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)|tyrosine-protein kinase FRT|tyrosine-protein kinase receptor FLT|vascular permeability factor receptor,13q12.3,13,NC_000013.11,28300346,28495128,minus,33,165070
9606,Homo sapiens,6352,0,live,CCL5,"D17S136E, RANTES, SCYA5, SIS-delta, SISd, TCP228, eoCP",C-C motif chemokine ligand 5,"; C-C motif chemokine 5|T-cell specific protein p288|beta-chemokine RANTES|chemokine (C-C motif) ligand 5|eosinophil chemotactic cytokine|regulated upon activation, normally T-expressed, and presumably secreted|small inducible cytokine subfamily A (Cys-Cys), member 5",17q12,17,NC_000017.11,35871491,35880360,minus,4,187011
9606,Homo sapiens,3953,0,live,LEPR,"CD295, LEP-RD, OB-R, OBR, LEPR",leptin receptor,; leptin receptor|OB receptor|huB219,1p31.3,1,NC_000001.11,65420652,65637493,plus,24,601007
9606,Homo sapiens,6513,0,live,SLC2A1,"CSE, DYT17, DYT18, DYT9, EIG12, GLUT, GLUT-1, GLUT1, GLUT1DS, HTLVR, PED, SDCHCN",solute carrier family 2 member 1,"; solute carrier family 2, facilitated glucose transporter member 1|choreoathetosis/spasticity, episodic (paroxysmal choreoathetosis/spasticity)|glucose transporter type 1, erythrocyte/brain|hepG2 glucose transporter|human T-cell leukemia virus (I and II) receptor|receptor for HTLV-1 and HTLV-2|solute carrier family 2 (facilitated glucose transporter), member 1",1p34.2,1,NC_000001.11,42925375,42958868,minus,10,138140
9606,Homo sapiens,7132,0,live,TNFRSF1A,"CD120a, FPF, TBP1, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR55, TNFR60, p55, p55-R, p60",TNF receptor superfamily member 1A,; tumor necrosis factor receptor superfamily member 1A|TNF-R1|TNF-RI|TNFR-I|tumor necrosis factor binding protein 1|tumor necrosis factor receptor 1A isoform beta|tumor necrosis factor receptor type 1|tumor necrosis factor-alpha receptor,12p13.31,12,NC_000012.12,6328771,6342076,minus,11,191190
9606,Homo sapiens,3627,0,live,CXCL10,"C7, IFI10, INP10, IP-10, SCYB10, crg-2, gIP-10, mob-1",C-X-C motif chemokine ligand 10,"; C-X-C motif chemokine 10|10 kDa interferon gamma-induced protein|chemokine (C-X-C motif) ligand 10|gamma IP10|interferon-inducible cytokine IP-10|protein 10 from interferon (gamma)-induced cell line|small inducible cytokine subfamily B (Cys-X-Cys), member 10|small-inducible cytokine B10",4q21.1,4,NC_000004.12,76021118,76023497,minus,4,147310
9606,Homo sapiens,356,0,live,FASLG,"ALPS1B, APT1LG1, APTL, CD178, CD95-L, CD95L, FASL, TNFSF6, TNLG1A",Fas ligand,"; tumor necrosis factor ligand superfamily member 6|CD95 ligand|Fas ligand (TNF superfamily, member 6)|apoptosis (APO-1) antigen ligand 1|apoptosis antigen ligand|fas antigen ligand|mutant tumor necrosis factor family member 6|tumor necrosis factor ligand 1A",1q24.3,1,NC_000001.11,172659008,172666876,plus,4,134638
9606,Homo sapiens,682,0,live,BSG,"5F7, CD147, EMMPRIN, EMPRIN, OK, SLC7A11, TCSF",basigin (Ok blood group),; basigin|OK blood group antigen|collagenase stimulatory factor|extracellular matrix metalloproteinase inducer|leukocyte activation antigen M6|tumor cell-derived collagenase stimulatory factor,19p13.3,19,NC_000019.10,571283,583493,plus,10,109480
9606,Homo sapiens,255738,0,live,PCSK9,"FH3, FHCL3, HCHOLA3, LDLCQ1, NARC-1, NARC1, PC9",proprotein convertase subtilisin/kexin type 9,; proprotein convertase subtilisin/kexin type 9|convertase subtilisin/kexin type 9 preproprotein|neural apoptosis regulated convertase 1|subtilisin/kexin-like protease PC9,1p32.3,1,NC_000001.11,55039548,55064853,plus,13,607786
9606,Homo sapiens,2778,0,live,GNAS,"AHO, C20orf451, GPSA, GSA, GSP, NESP, PITA3, POH, SCG6, SgVI, GNAS",GNAS complex locus,"; protein ALEX|protein GNAS|protein SCG6 (secretogranin VI)|G protein subunit alpha S|adenylate cyclase-stimulating G alpha protein|alternative gene product encoded by XL-exon|extra large alphas protein|guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1|guanine nucleotide regulatory protein|guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas|neuroendocrine secretory protein|secretogranin VI",20q13.32,20,NC_000020.11,58839681,58911196,plus,23,139320
9606,Homo sapiens,1490,0,live,CCN2,"CTGF, HCS24, IGFBP8, NOV2",cellular communication network factor 2,; CCN family member 2|IBP-8|IGF-binding protein 8|IGFBP-8|connective tissue growth factor|hypertrophic chondrocyte-specific protein 24|insulin-like growth factor-binding protein 8,6q23.2,6,NC_000006.12,131948176,131951372,minus,5,121009
9606,Homo sapiens,959,0,live,CD40LG,"CD154, CD40L, HIGM1, IGM, IMD3, T-BAM, TNFSF5, TRAP, gp39, hCD40L",CD40 ligand,; CD40 ligand|CD40 antigen ligand|CD40-L|T-B cell-activating molecule|T-cell antigen Gp39|TNF-related activation protein|tumor necrosis factor (ligand) superfamily member 5,Xq26.3,X,NC_000023.11,136648158,136660390,plus,5,300386
9606,Homo sapiens,11093,0,live,ADAMTS13,"ADAM-TS13, ADAMTS-13, C9orf8, VWFCP, vWF-CP",ADAM metallopeptidase with thrombospondin type 1 motif 13,"; A disintegrin and metalloproteinase with thrombospondin motifs 13|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 13|vWF-cleaving protease|von Willebrand factor-cleaving protease",9q34.2,9,NC_000009.12,133414339,133459403,plus,31,604134
9606,Homo sapiens,958,0,live,CD40,"Bp50, CDW40, TNFRSF5, p50",CD40 molecule,"; tumor necrosis factor receptor superfamily member 5|B cell surface antigen CD40|B cell-associated molecule|CD40 molecule, TNF receptor superfamily member 5|CD40L receptor",20q13.12,20,NC_000020.11,46118242,46129858,plus,9,109535
9606,Homo sapiens,2309,0,live,FOXO3,"AF6q21, FKHRL1, FKHRL1P2, FOXO2A, FOXO3",forkhead box O3,"; forkhead box protein O3|forkhead box O3A|forkhead homolog (rhabdomyosarcoma) like 1|forkhead in rhabdomyosarcoma-like 1|forkhead, Drosophila, homolog of, in rhabdomyosarcoma-like 1",6q21,6,NC_000006.12,108559825,108684774,plus,9,602681
9606,Homo sapiens,90865,0,live,IL33,"C9orf26, DVS27, IL1F11, NF-HEV, NFEHEV",interleukin 33,; interleukin-33|DVS27-related protein|interleukin-1 family member 11|nuclear factor for high endothelial venules|nuclear factor from high endothelial venules,9p24.1,9,NC_000009.12,6214591,6257983,plus,11,608678
9606,Homo sapiens,1116,0,live,CHI3L1,"ASRT7, CGP-39, GP-39, GP39, HC-gp39, HCGP-3P, YK-40, YKL-40, YKL40, YYL-40, hCGP-39",chitinase 3 like 1,; chitinase-3-like protein 1|39 kDa synovial protein|cartilage glycoprotein 39|chitinase 3-like 1 (cartilage glycoprotein-39),1q32.1,1,NC_000001.11,203178931,203186704,minus,10,601525
9606,Homo sapiens,3559,0,live,IL2RA,"CD25, IDDM10, IL2R, IMD41, TCGFR, p55",interleukin 2 receptor subunit alpha,"; interleukin-2 receptor subunit alpha|IL-2 receptor subunit alpha|IL-2R subunit alpha|TAC antigen|interleukin 2 receptor, alpha",10p15.1,10,NC_000010.11,6010689,6062367,minus,8,147730
9606,Homo sapiens,3593,0,live,IL12B,"CLMF, CLMF2, IL-12B, IMD28, IMD29, NKSF, NKSF2",interleukin 12B,"; interleukin-12 subunit beta|CLMF p40|IL-12 subunit p40|IL12, subunit p40|NK cell stimulatory factor chain 2|cytotoxic lymphocyte maturation factor 40 kDa subunit|interleukin 12, p40|interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)|interleukin-12 beta chain|natural killer cell stimulatory factor, 40 kD subunit",5q33.3,5,NC_000005.10,159314780,159330487,minus,8,161561
9606,Homo sapiens,2022,0,live,ENG,"END, HHT1, ORW1",endoglin,; endoglin|CD105 antigen,9q34.11,9,NC_000009.12,127815012,127854773,minus,16,131195
