tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,3082,0,live,HGF,"DFNB39, F-TCFB, HPTA, SF, HGF",hepatocyte growth factor,; hepatocyte growth factor|fibroblast-derived tumor cytotoxic factor|hepatocyte growth factor (hepapoietin A; scatter factor)|hepatopoietin-A|lung fibroblast-derived mitogen,7q21.11,7,NC_000007.14,81699006,81770438,minus,20,142409
9606,Homo sapiens,387,0,live,RHOA,"ARH12, ARHA, RHO12, RHOH12",ras homolog family member A,; transforming protein RhoA|Aplysia ras-related homolog 12|epididymis secretory sperm binding protein|oncogene RHO H12|small GTP binding protein RhoA,3p21.31,3,NC_000003.12,49359145,49411976,minus,7,165390
9606,Homo sapiens,406938,0,live,MIR146A,"MIRN146, MIRN146A, miR-146a, miRNA146A",microRNA 146a,hsa-mir-146|hsa-mir-146a,5q33.3,5,NC_000005.10,160485352,160485450,plus,1,610566
9606,Homo sapiens,3558,0,live,IL2,"IL-2, TCGF, lymphokine",interleukin 2,; interleukin-2|T cell growth factor|aldesleukin|involved in regulation of T-cell clonal expansion,4q27,4,NC_000004.12,122449479,122456495,minus,5,147680
9606,Homo sapiens,54106,0,live,TLR9,CD289,toll like receptor 9,; toll-like receptor 9,3p21.2,3,NC_000003.12,52221080,52226163,minus,2,605474
9606,Homo sapiens,2152,0,live,F3,"CD142, TF, TFA","coagulation factor III, tissue factor","; tissue factor|coagulation factor III (thromboplastin, tissue factor)",1p21.3,1,NC_000001.11,94529173,94541857,minus,6,134390
9606,Homo sapiens,2321,0,live,FLT1,"FLT, FLT-1, VEGFR-1, VEGFR1",fms related tyrosine kinase 1,; vascular endothelial growth factor receptor 1|fms-like tyrosine kinase 1|fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)|tyrosine-protein kinase FRT|tyrosine-protein kinase receptor FLT|vascular permeability factor receptor,13q12.3,13,NC_000013.11,28300346,28495128,minus,33,165070
9606,Homo sapiens,6352,0,live,CCL5,"D17S136E, RANTES, SCYA5, SIS-delta, SISd, TCP228, eoCP",C-C motif chemokine ligand 5,"; C-C motif chemokine 5|T-cell specific protein p288|beta-chemokine RANTES|chemokine (C-C motif) ligand 5|eosinophil chemotactic cytokine|regulated upon activation, normally T-expressed, and presumably secreted|small inducible cytokine subfamily A (Cys-Cys), member 5",17q12,17,NC_000017.11,35871491,35880360,minus,4,187011
9606,Homo sapiens,3309,0,live,HSPA5,"BIP, GRP78, HEL-S-89n, MIF2",heat shock protein family A (Hsp70) member 5,"; endoplasmic reticulum chaperone BiP|78 kDa glucose-regulated protein|HSP70 family protein 5|binding-immunoglobulin protein|endoplasmic reticulum lumenal Ca(2+)-binding protein grp78|epididymis secretory sperm binding protein Li 89n|glucose-regulated protein, 78kDa|heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)|heat shock protein 70 family protein 5|heat shock protein family A member 5|immunoglobulin heavy chain-binding protein",9q33.3,9,NC_000009.12,125234853,125241343,minus,8,138120
9606,Homo sapiens,3627,0,live,CXCL10,"C7, IFI10, INP10, IP-10, SCYB10, crg-2, gIP-10, mob-1",C-X-C motif chemokine ligand 10,"; C-X-C motif chemokine 10|10 kDa interferon gamma-induced protein|chemokine (C-X-C motif) ligand 10|gamma IP10|interferon-inducible cytokine IP-10|protein 10 from interferon (gamma)-induced cell line|small inducible cytokine subfamily B (Cys-X-Cys), member 10|small-inducible cytokine B10",4q21.1,4,NC_000004.12,76021118,76023497,minus,4,147310
9606,Homo sapiens,7098,0,live,TLR3,"CD283, IIAE2",toll like receptor 3,; toll-like receptor 3,4q35.1,4,NC_000004.12,186069155,186085098,plus,5,603029
9606,Homo sapiens,598,0,live,BCL2L1,"BCL-XL/S, BCL2L, BCLX, Bcl-X, PPP1R52",BCL2 like 1,"; bcl-2-like protein 1|apoptosis regulator Bcl-X|protein phosphatase 1, regulatory subunit 52",20q11.21,20,NC_000020.11,31664452,31723963,minus,6,600039
9606,Homo sapiens,100507436,0,live,MICA,"MIC-A, PERB11.1",MHC class I polypeptide-related sequence A,; MHC class I polypeptide-related sequence A|HLA class I antigen|MHC class I chain-related protein A|MHC class I related chain A|MHC class I related sequence A|major histocompatibility complex class I chain-related protein A|stress inducible class I homolog|truncated MHC class I polypeptide-related sequence A|truncated MICA,6p21.33,6,NC_000006.12,31400711,31415315,plus,7,600169
9606,Homo sapiens,90865,0,live,IL33,"C9orf26, DVS27, IL1F11, NF-HEV, NFEHEV",interleukin 33,; interleukin-33|DVS27-related protein|interleukin-1 family member 11|nuclear factor for high endothelial venules|nuclear factor from high endothelial venules,9p24.1,9,NC_000009.12,6214591,6257983,plus,11,608678
9606,Homo sapiens,8878,0,live,SQSTM1,"A170, DMRV, FTDALS3, NADGP, OSIL, PDB3, ZIP3, p60, p62, p62B",sequestosome 1,; sequestosome-1|EBI3-associated protein of 60 kDa|EBI3-associated protein p60|EBIAP|autophagy receptor p62|oxidative stress induced like|phosphotyrosine independent ligand for the Lck SH2 domain p62|phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa|ubiquitin-binding protein p62,5q35.3,5,NC_000005.10,179806393,179838078,plus,11,601530
9606,Homo sapiens,7431,0,live,VIM,,vimentin,; vimentin|epididymis secretory sperm binding protein,10p13,10,NC_000010.11,17228241,17237593,plus,10,193060
9606,Homo sapiens,5027,0,live,P2RX7,P2X7,purinergic receptor P2X 7,"; P2X purinoceptor 7|ATP receptor|P2X7 receptor|P2Z receptor|purinergic receptor P2X, ligand gated ion channel, 7|purinergic receptor P2X7 variant A|purnergic receptor P2X 7",12q24.31,12,NC_000012.12,121132819,121188032,plus,14,602566
9606,Homo sapiens,7412,0,live,VCAM1,"CD106, INCAM-100",vascular cell adhesion molecule 1,; vascular cell adhesion protein 1|CD106 antigen,1p21.2,1,NC_000001.11,100719640,100739045,plus,9,192225
9606,Homo sapiens,2212,0,live,FCGR2A,"CD32, CD32A, CDw32, FCG2, FCGR21, FcGR, IGFR2, FCGR2A",Fc fragment of IgG receptor IIa,"; low affinity immunoglobulin gamma Fc region receptor II-a|Fc fragment of IgG, low affinity IIa, receptor (CD32)|Fc gamma receptor RIIa3|Immunoglobulin G Fc receptor II|fc-gamma-RIIa|fcRII-a|igG Fc receptor II-a",1q23.3,1,NC_000001.11,161505430,161524048,plus,12,146790
9606,Homo sapiens,811,0,live,CALR,"CRT, HEL-S-99n, RO, SSA, cC1qR",calreticulin,; calreticulin|CRP55|ERp60|HACBP|Sicca syndrome antigen A (autoantigen Ro; calreticulin)|calregulin|endoplasmic reticulum resident protein 60|epididymis secretory sperm binding protein Li 99n|grp60,19p13.13,19,NC_000019.10,12938600,12944490,plus,9,109091
9606,Homo sapiens,4049,0,live,LTA,"LT, TNFB, TNFSF1, TNLG1E",lymphotoxin alpha,"; lymphotoxin-alpha|LT-alpha|TNF superfamily, member 1|TNF-beta|truncated lymphotoxin alpha|tumor necrosis factor beta|tumor necrosis factor ligand 1E|tumor necrosis factor ligand superfamily member 1",6p21.33,6,NC_000006.12,31560550,31574324,plus,8,153440
9606,Homo sapiens,5371,0,live,PML,"MYL, PP8675, RNF71, TRIM19",promyelocytic leukemia,"; protein PML|PML/RARA fusion|RING finger protein 71|probable transcription factor PML|promyelocytic leukemia protein|promyelocytic leukemia, inducer of|tripartite motif protein TRIM19|tripartite motif-containing protein 19",15q24.1,15,NC_000015.10,73994673,74047827,plus,10,102578
9606,Homo sapiens,285,0,live,ANGPT2,"AGPT2, ANG2",angiopoietin 2,; angiopoietin-2|ANG-2|Tie2-ligand|angiopoietin-2B|angiopoietin-2a,8p23.1,8,NC_000008.11,6499632,6563420,minus,9,601922
9606,Homo sapiens,30835,0,live,CD209,"CDSIGN, CLEC4L, DC-SIGN, DC-SIGN1",CD209 molecule,; CD209 antigen|C-type lectin domain family 4 member L|HIV gpl20-binding protein|dendritic cell-specific ICAM-3-grabbing non-integrin 1|dendritic cell-specific intercellular adhesion molecule-3-grabbing non-integrin|dendritic cell-specific intracellular adhesion molecules (ICAM)-3 grabbing non-integrin,19p13.2,19,NC_000019.10,7739993,7747609,minus,6,604672
9606,Homo sapiens,5624,0,live,PROC,"APC, PC1, THPH3, THPH4, PROC","protein C, inactivator of coagulation factors Va and VIIIa",; vitamin K-dependent protein C|Protein C-Nagoya|activated protein C|anticoagulant protein C|autoprothrombin IIA|blood coagulation factor XIV|prepro-protein C|type I protein C,2q14.3,2,NC_000002.12,127418143,127429246,plus,8,612283
9606,Homo sapiens,5340,0,live,PLG,,plasminogen,; plasminogen|plasmin,6q26,6,NC_000006.12,160702193,160754054,plus,19,173350
9606,Homo sapiens,7189,0,live,TRAF6,"MGC:3310, RNF85",TNF receptor associated factor 6,"; TNF receptor-associated factor 6|E3 ubiquitin-protein ligase TRAF6|RING finger protein 85|RING-type E3 ubiquitin transferase TRAF6|TNF receptor-associated factor 6, E3 ubiquitin protein ligase|interleukin-1 signal transducer",11p12,11,NC_000011.10,36483769,36510313,minus,9,602355
9606,Homo sapiens,23586,0,live,DDX58,"RIG-I, RIG1, RIGI, RLR-1, SGMRT2",DExD/H-box helicase 58,; probable ATP-dependent RNA helicase DDX58|DEAD (Asp-Glu-Ala-Asp) box polypeptide 58|DEAD box protein 58|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide|RNA helicase RIG-I|retinoic acid-inducible gene 1 protein|retinoic acid-inducible gene I protein,9p21.1,9,NC_000009.12,32455302,32526196,minus,18,609631
9606,Homo sapiens,5562,0,live,PRKAA1,"AMPK, AMPKa1",protein kinase AMP-activated catalytic subunit alpha 1,"; 5'-AMP-activated protein kinase catalytic subunit alpha-1|5'-AMP-activated protein kinase, catalytic alpha-1 chain|ACACA kinase|AMP -activate kinase alpha 1 subunit|AMP-activated protein kinase, catalytic, alpha-1|AMPK alpha 1|AMPK subunit alpha-1|HMGCR kinase|acetyl-CoA carboxylase kinase|hydroxymethylglutaryl-CoA reductase kinase|protein kinase, AMP-activated, alpha 1 catalytic subunit|tau-protein kinase PRKAA1",5p13.1,5,NC_000005.10,40759379,40798195,minus,12,602739
9606,Homo sapiens,3570,0,live,IL6R,"CD126, IL-6R-1, IL-6RA, IL6QA, IL6RQ, gp80, IL6R",interleukin 6 receptor,; interleukin-6 receptor subunit alpha|CD126 antigen|IL-6 receptor subunit alpha|IL-6R 1|membrane glycoprotein 80,1q21.3,1,NC_000001.11,154405193,154469450,plus,13,147880
9606,Homo sapiens,6868,0,live,ADAM17,"ADAM18, CD156B, CSVP, NISBD, NISBD1, TACE",ADAM metallopeptidase domain 17,"; disintegrin and metalloproteinase domain-containing protein 17|ADAM metallopeptidase domain 18|TNF-alpha convertase|TNF-alpha converting enzyme|snake venom-like protease|tumor necrosis factor, alpha, converting enzyme",2p25.1,2,NC_000002.12,9488486,9555830,minus,20,603639
